,ID,NPINUM,MCRNUM,MNAME,SYSNAME,SYSID,STCD,DTBEG,DTEND,FISYR,SERV,HSACODE,HSANAME,HRRNAME,HRRCODE,MLOCADDR,MLOCCITY,MLOCSTD,MLOCZIP,SYSADDR,SYSCITY,SYSST,SYSZIP,SYSAREA,SYSTELN,SYSTEM_PRIMARY_CONTACT,SYSTITLE,LAT,LONG,CNTYNAME,CBSANAME,CBSATYPE,CBSACODE,DIVNAME,DIVCODE,CSANAME,CSACODE,MCNTYCD,FCOUNTY,FSTCD,FCNTYCD,CNTRL,ControlCode,zipcode,address
5485,6870030,1528010451.0,460042,Lakeview Hospital,HCA Healthcare,48.0,87,,,,10,46003.0,"Bountiful, UT","Salt Lake City, UT",423.0,630 East Medical Drive,Bountiful,,84010-4908,ONE PARK PLAZA,NASHVILLE,TN,37203-1548,615.0,3445248.0,Mr. R Milton Johnson,President and Chief Executive Officer,40.886712,-111.86868,"Davis, UT","Ogden-Clearfield, UT",Metro,36260,,,"Salt Lake City-Provo-Orem, UT",482.0,11,49011,49,11,33,for-profit,37203,"ONE PARK PLAZA , NASHVILLE , TN , 37203"
5486,6870035,,460017,Brigham City Community Hospital,HCA Healthcare,48.0,87,,,,10,46004.0,"Brigham City, UT","Ogden, UT",421.0,950 South Medical Drive,Brigham City,,84302-4724,ONE PARK PLAZA,NASHVILLE,TN,37203-1548,615.0,3445248.0,Mr. R Milton Johnson,President and Chief Executive Officer,41.489492,-112.026017,"Box Elder, UT","Ogden-Clearfield, UT",Metro,36260,,,"Salt Lake City-Provo-Orem, UT",482.0,3,49003,49,3,33,for-profit,37203,"ONE PARK PLAZA , NASHVILLE , TN , 37203"
5487,6870050,,460007,Cedar City Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46005.0,"Cedar City, UT","Salt Lake City, UT",423.0,1303 North Main Street,Cedar City,,84721-9746,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,37.70022,-113.064175,"Iron, UT","Cedar City, UT",Micro,16260,,,,,21,49021,49,21,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5488,6870055,1962504068.0,461300,Delta Community Medical Center,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46006.0,"Delta, UT","Provo, UT",422.0,126 South White Sage Avenue,Delta,,84624-8937,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,39.350567,-112.559744,"Millard, UT",,Rural,0,,,,,27,49027,49,27,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5489,6870070,1154438596.0,461301,Fillmore Community Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46007.0,"Fillmore, UT","Provo, UT",422.0,674 South Highway 99,Fillmore,,84631-5013,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,38.953569,-112.340483,"Millard, UT",,Rural,0,,,,,27,49027,49,27,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5490,6870075,,,Jordan Valley Medical Center West Valley Campus,IASIS Healthcare,201.0,87,,,,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,3460 South Pioneer Parkway,West Valley City,,84120-2049,"117 SEABOARD LANE, BUILDING E",FRANKLIN,TN,37067-2855,615.0,8442747.0,Mr. Carl Whitmer,President and Chief Executive Officer,40.697322,-111.990496,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,33,for-profit,37067,"117 SEABOARD LANE, BUILDING E , FRANKLIN , TN , 37067"
5491,6870091,1316055205.0,461307,Heber Valley Medical Center,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46025.0,"Provo, UT","Provo, UT",422.0,1485 South Highway 40,Heber City,,84032-3522,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,40.489195,-111.40913799999998,"Wasatch, UT","Heber, UT",Micro,25720,,,"Salt Lake City-Provo-Orem, UT",482.0,51,49051,49,51,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5492,6870100,1548205818.0,460041,Davis Hospital and Medical Center,IASIS Healthcare,201.0,87,100115.0,93016.0,100116.0,10,46011.0,"Layton, UT","Ogden, UT",421.0,1600 West Antelope Drive,Layton,,84041-1142,"117 SEABOARD LANE, BUILDING E",FRANKLIN,TN,37067-2855,615.0,8442747.0,Mr. Carl Whitmer,President and Chief Executive Officer,41.089388,-111.994679,"Davis, UT","Ogden-Clearfield, UT",Metro,36260,,,"Salt Lake City-Provo-Orem, UT",482.0,11,49011,49,11,33,for-profit,37067,"117 SEABOARD LANE, BUILDING E , FRANKLIN , TN , 37067"
5493,6870120,1831108497.0,460015,Logan Regional Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46012.0,"Logan, UT","Salt Lake City, UT",423.0,1400 North 500 East,Logan,,84341-2455,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,41.757018,-111.821072,"Cache, UT","Logan, UT-ID",Metro,30860,,,,,5,49005,49,5,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5494,6870124,1154551919.0,460058,Riverton Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,3741 West 12600 South,Riverton,,84065-7215,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,40.52207,-111.98013799999998,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5495,6870125,,461305,Milford Valley Memorial Hospital,,,87,,,,10,46013.0,"Milford, UT","Salt Lake City, UT",423.0,850 North Main Street,Milford,,84751-0640,,,,,,,,,38.401959000000005,-113.00998700000001,"Beaver, UT",,Rural,0,,,,,1,49001,49,1,16,Government-NonFederal,nan,
5496,6870130,1770513236.0,461302,Moab Regional Hospital,,,87,10116.0,123116.0,10117.0,10,46014.0,"Moab, UT","Salt Lake City, UT",423.0,450 West Williams Way,Moab,,84532-2065,,,,,,,,,38.5783,-109.471,"Grand, UT",,Rural,0,,,,,19,49019,49,19,23,non-profit,nan,
5497,6870133,1942251459.0,461308,San Juan Health Service District,,,87,10116.0,123116.0,10117.0,10,46015.0,"Monticello, UT","Salt Lake City, UT",423.0,380 West 100 North,Monticello,,84535,,,,,,,,,37.874212,-109.34798300000001,"San Juan, UT",,Rural,0,,,,,37,49037,49,37,16,Government-NonFederal,nan,
5498,6870135,,461303,Sanpete Valley Hospital,"Intermountain Healthcare, Inc.",1815.0,87,,,,10,46017.0,"Mount Pleasant, UT","Provo, UT",422.0,1100 South Medical Drive,Mount Pleasant,,84647-2222,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,39.531746999999996,-111.46106200000001,"Sanpete, UT",,Rural,0,,,,,39,49039,49,39,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5499,6870141,1043220650.0,460010,Intermountain Medical Center,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,5121 South Cottonwood Street,Murray,,84107-5701,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,40.660197,-111.89357700000001,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5500,6870145,1881658110.0,461304,Central Valley Medical Center,Rural Health Group,109.0,87,,,,10,46019.0,"Nephi, UT","Provo, UT",422.0,48 West 1500 North,Nephi,,84648-8900,48 WEST 1500 NORTH,NEPHI,UT,84648-8900,435.0,6234924.0,Mr. Mark R. Stoddard,President and Chairman,39.730746999999994,-111.838351,"Juab, UT","Provo-Orem, UT",Metro,39340,,,"Salt Lake City-Provo-Orem, UT",482.0,23,49023,49,23,23,non-profit,84648,"48 WEST 1500 NORTH , NEPHI , UT , 84648"
5501,6870150,,460005,Ogden Regional Medical Center,HCA Healthcare,48.0,87,,,,10,46020.0,"Ogden, UT","Ogden, UT",421.0,5475 South 500 East,Ogden,,84405-6905,ONE PARK PLAZA,NASHVILLE,TN,37203-1548,615.0,3445248.0,Mr. R Milton Johnson,President and Chief Executive Officer,41.163376,-111.968804,"Weber, UT","Ogden-Clearfield, UT",Metro,36260,,,"Salt Lake City-Provo-Orem, UT",482.0,57,49057,49,57,33,for-profit,37203,"ONE PARK PLAZA , NASHVILLE , TN , 37203"
5502,6870160,1194749580.0,460004,McKay-Dee Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46020.0,"Ogden, UT","Ogden, UT",421.0,4401 Harrison Boulevard,Ogden,,84403-3195,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,41.182635999999995,-111.949302,"Weber, UT","Ogden-Clearfield, UT",Metro,36260,,,"Salt Lake City-Provo-Orem, UT",482.0,57,49057,49,57,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5503,6870189,1851530984.0,460057,Park City Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,900 Round Valley Drive,Park City,,84060-7552,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,40.687474,-111.467352,"Summit, UT","Summit Park, UT",Micro,44920,,,"Salt Lake City-Provo-Orem, UT",482.0,43,49043,49,43,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5504,6870190,,460013,Mountain View Hospital,HCA Healthcare,48.0,87,,,,10,46023.0,"Payson, UT","Provo, UT",422.0,1000 East 100 North,Payson,,84651-1600,ONE PARK PLAZA,NASHVILLE,TN,37203-1548,615.0,3445248.0,Mr. R Milton Johnson,President and Chief Executive Officer,40.04444,-111.715746,"Utah, UT","Provo-Orem, UT",Metro,39340,,,"Salt Lake City-Provo-Orem, UT",482.0,49,49049,49,49,33,for-profit,37203,"ONE PARK PLAZA , NASHVILLE , TN , 37203"
5505,6870200,6217623570.0,460011,Castleview Hospital,LifePoint Health,180.0,87,10116.0,123116.0,10117.0,10,46024.0,"Price, UT","Salt Lake City, UT",423.0,300 North Hospital Drive,Price,,84501-4200,330 SEVEN SPRINGS WAY,BRENTWOOD,TN,37027-4536,615.0,9207000.0,Mr. William F Carpenter III,Chairman and Chief Executive Officer,39.604382,-110.830949,"Carbon, UT","Price, UT",Micro,39220,,,,,7,49007,49,7,33,for-profit,37027,"330 SEVEN SPRINGS WAY , BRENTWOOD , TN , 37027"
5506,6870210,1811978620.0,464001,Utah State Hospital,,,87,70115.0,63016.0,70116.0,22,46025.0,"Provo, UT","Provo, UT",422.0,1300 East Center Street,Provo,,84606-3554,,,,,,,,,40.233434,-111.635949,"Utah, UT","Provo-Orem, UT",Metro,39340,,,"Salt Lake City-Provo-Orem, UT",482.0,49,49049,49,49,12,Government-NonFederal,nan,
5507,6870220,1114025491.0,460001,Utah Valley Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46025.0,"Provo, UT","Provo, UT",422.0,1034 North 500 West,Provo,,84604-3337,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,40.246955,-111.667201,"Utah, UT","Provo-Orem, UT",Metro,39340,,,"Salt Lake City-Provo-Orem, UT",482.0,49,49049,49,49,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5508,6870230,,460026,Sevier Valley Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46026.0,"Richfield, UT","Salt Lake City, UT",423.0,1000 North Main Street,Richfield,,84701-1857,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,38.783152,-112.08451299999999,"Sevier, UT",,Rural,0,,,,,41,49041,49,41,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5509,6870235,1871556217.0,460019,Uintah Basin Medical Center,,,87,70115.0,63016.0,70116.0,10,46027.0,"Roosevelt, UT","Salt Lake City, UT",423.0,"250 West 300 North, 75-2",Roosevelt,,84066-2336,,,,,,,,,40.303536,-109.996151,"Duchesne, UT",,Rural,0,,,,,13,49013,49,13,23,non-profit,nan,
5510,6870245,1366452880.0,460021,Dixie Regional Medical Center,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46030.0,"St. George, UT","Salt Lake City, UT",423.0,1380 East Medical Center Drive,Saint George,,84790-2123,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,37.099697,-113.55345600000001,"Washington, UT","St. George, UT",Metro,41100,,,,,53,49053,49,53,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5511,6870260,1346447331.0,460006,LDS Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,Eighth Avenue and 'C' Street,Salt Lake City,,84143-0001,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,40.778507,-111.88054699999999,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5512,6870270,,460003,Salt Lake Regional Medical Center,IASIS Healthcare,201.0,87,,,,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,1050 East South Temple,Salt Lake City,,84102-1507,"117 SEABOARD LANE, BUILDING E",FRANKLIN,TN,37067-2855,615.0,8442747.0,Mr. Carl Whitmer,President and Chief Executive Officer,40.769265999999995,-111.860702,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,33,for-profit,37067,"117 SEABOARD LANE, BUILDING E , FRANKLIN , TN , 37067"
5513,6870280,1235148594.0,463301,Primary Children's Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,50,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,100 North Mario Capecchi Drive,Salt Lake City,,84113-1100,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,40.7659,-111.8365,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5514,6870290,1164469243.0,460047,St. Mark's Hospital,HCA Healthcare,48.0,87,,,,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,1200 East 3900 South,Salt Lake City,,84124-1390,ONE PARK PLAZA,NASHVILLE,TN,37203-1548,615.0,3445248.0,Mr. R Milton Johnson,President and Chief Executive Officer,40.686941,-111.85628,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,33,for-profit,37203,"ONE PARK PLAZA , NASHVILLE , TN , 37203"
5515,6870300,1033159603.0,460051,Jordan Valley Medical Center,IASIS Healthcare,201.0,87,,,,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,3580 West 9000 South,West Jordan,,84088-8812,"117 SEABOARD LANE, BUILDING E",FRANKLIN,TN,37067-2855,615.0,8442747.0,Mr. Carl Whitmer,President and Chief Executive Officer,40.588014,-111.97533600000001,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,32,for-profit,37067,"117 SEABOARD LANE, BUILDING E , FRANKLIN , TN , 37067"
5516,6870310,,463302,Shriners Hospitals for Children-Salt Lake City,Shriners Hospitals for Children,4125.0,87,,,,57,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,1275 East Fairfax Road,Salt Lake City,,84103-4399,2900 ROCKY POINT DRIVE,TAMPA,FL,33607-1435,813.0,2810300.0,Mr. John P McCabe,Executive Vice President,40.777025,-111.852244,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,23,non-profit,33607,"2900 ROCKY POINT DRIVE , TAMPA , FL , 33607"
5517,6870315,1588656870.0,460009,University of Utah Health,,,87,70115.0,63016.0,70116.0,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,50 North Medical Drive,Salt Lake City,,84132-0002,,,,,,,,,40.7608,-111.8902,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,12,Government-NonFederal,nan,
5518,6870319,1043260862.0,,Veterans Affairs Salt Lake City Health Care System,Department of Veterans Affairs,9295.0,87,100115.0,93016.0,100116.0,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,500 Foothill Drive,Salt Lake City,,84148-0002,810 VERMONT AVENUE NW,WASHINGTON,DC,20420-0001,202.0,2735781.0,Dr. David J Shulkin,"Secretary, Veterans Affairs",40.758349,-111.841251,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,45,Government-Federal,20420,"810 VERMONT AVENUE NW , WASHINGTON , DC , 20420"
5519,6870330,1487734976.0,464009,University of Utah Neuropsychiatric Institute,,,87,70115.0,63016.0,70116.0,22,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,501 South Chipeta Way,Salt Lake City,,84108-1222,,,,,,,,,40.758232,-111.82336000000001,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,12,Government-NonFederal,nan,
5520,6870333,,460014,Mountain West Medical Center,Quorum Health,981.0,87,10116.0,123116.0,10117.0,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,2055 North Main Street,Tooele,,84074-9819,"1573 MALLORY LANE, SUITE 100",BRENTWOOD,TN,37027,615.0,2211400.0,Mr. Thomas Miller,President and Chief Executive Officer,40.5623,-112.2961,"Tooele, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,45,49045,49,45,33,for-profit,37027,"1573 MALLORY LANE, SUITE 100 , BRENTWOOD , TN , 37027"
5521,6870365,,460039,Bear River Valley Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46032.0,"Tremonton, UT","Ogden, UT",421.0,905 North 1000 West,Tremonton,,84337-2497,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,41.7262,-112.166,"Box Elder, UT","Ogden-Clearfield, UT",Metro,36260,,,"Salt Lake City-Provo-Orem, UT",482.0,3,49003,49,3,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5522,6870370,,460030,Ashley Regional Medical Center,LifePoint Health,180.0,87,,,,10,46033.0,"Vernal, UT","Salt Lake City, UT",423.0,150 West 100 North,Vernal,,84078-2036,330 SEVEN SPRINGS WAY,BRENTWOOD,TN,37027-4536,615.0,9207000.0,Mr. William F Carpenter III,Chairman and Chief Executive Officer,40.457265,-109.53137199999999,"Uintah, UT","Vernal, UT",Micro,46860,,,,,47,49047,49,47,33,for-profit,37027,"330 SEVEN SPRINGS WAY , BRENTWOOD , TN , 37027"
5523,6870372,,460060,Lone Peak Hospital,HCA Healthcare,48.0,87,,,,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,1925 South State Street,Draper,,84020,ONE PARK PLAZA,NASHVILLE,TN,37203-1548,615.0,3445248.0,Mr. R Milton Johnson,President and Chief Executive Officer,40.5352,-111.8892,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,33,for-profit,37203,"ONE PARK PLAZA , NASHVILLE , TN , 37203"
5524,6870397,,463027,Northern Utah Rehabilitation Hospital,"Ernest Health, Inc.",382.0,87,10116.0,123116.0,10117.0,46,46020.0,"Ogden, UT","Ogden, UT",421.0,5825 Harrison Boulevard,South Ogden,,84403-4316,"7770 JEFFERSON STREET NE, SUITE 320",ALBUQUERQUE,NM,87109-4386,505.0,8565300.0,Mr. Darby Brockette,Chief Executive Officer,41.1571,-111.9412,"Weber, UT","Ogden-Clearfield, UT",Metro,36260,,,"Salt Lake City-Provo-Orem, UT",482.0,57,49057,49,57,33,for-profit,87109,"7770 JEFFERSON STREET NE, SUITE 320 , ALBUQUERQUE , NM , 87109"
5525,6870410,1801903240.0,460043,Orem Community Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46025.0,"Provo, UT","Provo, UT",422.0,331 North 400 West,Orem,,84057-1999,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,40.30259,-111.705582,"Utah, UT","Provo-Orem, UT",Metro,39340,,,"Salt Lake City-Provo-Orem, UT",482.0,49,49049,49,49,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5526,6870500,1962412486.0,460044,Alta View Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,9660 South 1300 East,Sandy,,84094-3793,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,40.575072,-111.853297,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5527,6870515,,463025,HEALTHSOUTH Rehabilitation Hospital of Utah,HEALTHSOUTH Corporation,23.0,87,,,,46,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,8074 South 1300 East,Sandy,,84094-0743,"3660 GRANDVIEW PARKWAY, SUITE 200",BIRMINGHAM,AL,35243-3332,205.0,9677116.0,Mr. Mark J Tarr,President and Chief Executive Officer,40.604744000000004,-111.853284,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,33,for-profit,35243,"3660 GRANDVIEW PARKWAY, SUITE 200 , BIRMINGHAM , AL , 35243"
5528,6879040,1952463036.0,461306,Gunnison Valley Hospital,,,87,70115.0,63016.0,70116.0,10,46008.0,"Gunnison, UT","Provo, UT",422.0,64 East 100 North,Gunnison,,84634,,,,,,,,,39.1621,-111.8235,"Sanpete, UT",,Rural,0,,,,,39,49039,49,39,13,Government-NonFederal,nan,
5529,6879050,,461309,Kane County Hospital,,,87,,,,10,46010.0,"Kanab, UT","Salt Lake City, UT",423.0,355 North Main Street,Kanab,,84741-3260,,,,,,,,,37.054312,-112.52871200000001,"Kane, UT",,Rural,0,,,,,25,49025,49,25,16,Government-NonFederal,nan,
5530,6879080,1508836867.0,460033,Garfield Memorial Hospital,"Intermountain Healthcare, Inc.",1815.0,87,10116.0,123116.0,10117.0,10,46022.0,"Panguitch, UT","Salt Lake City, UT",423.0,200 North 400 East,Panguitch,,84759,"36 SOUTH STATE STREET, 22ND FLOOR",SALT LAKE CITY,UT,84111-1453,801.0,4422000.0,Dr. A. Marc Harrison,President and Chief Executive Officer,37.825915,-112.427748,"Garfield, UT",,Rural,0,,,,,17,49017,49,17,23,non-profit,84111,"36 SOUTH STATE STREET, 22ND FLOOR , SALT LAKE CITY , UT , 84111"
5531,6879346,,461310,Blue Mountain Hospital,,,87,100115.0,93016.0,100116.0,10,46015.0,"Monticello, UT","Salt Lake City, UT",423.0,"802 South 200 West, Suite A",Blanding,,84511-3910,,,,,,,,,37.573571,-109.4809925,"San Juan, UT",,Rural,0,,,,,37,49037,49,37,23,non-profit,nan,
5532,6879347,1295066116.0,464013,Salt Lake Behavioral Health,"Universal Health Services, Inc.",9555.0,87,,,,22,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,3802 South 700 East,Salt Lake City,,84106-1182,367 SOUTH GULPH ROAD,KING OF PRUSSIA,PA,19406-3121,610.0,7683300.0,Mr. Alan B Miller,Chairman and Chief Executive Officer,40.6883,-111.8728,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,33,for-profit,19406,"367 SOUTH GULPH ROAD , KING OF PRUSSIA , PA , 19406"
5533,6879348,,464012,Marian Center,,,87,10116.0,123116.0,10117.0,22,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,451 East Bishop Federal Lane,Salt Lake City,,84115-2357,,,,,,,,,40.7281,-111.8781,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,33,for-profit,nan,
5534,6879349,,462006,Landmark Hospital of Salt Lake City,Landmark Hospitals,393.0,87,,,,80,46028.0,"Salt Lake City, UT","Salt Lake City, UT",423.0,4252 South Birkhill Boulevard,Murray,,84107-5715,3255 INDEPENDENCE STREET,CAPE GIRARDEAU,MO,63701-4914,573.0,3351091.0,Dr. William K Kapp III,President and Chief Executive Officer,40.6796,-111.8933,"Salt Lake, UT","Salt Lake City, UT",Metro,41620,,,"Salt Lake City-Provo-Orem, UT",482.0,35,49035,49,35,32,for-profit,63701,"3255 INDEPENDENCE STREET , CAPE GIRARDEAU , MO , 63701"
